Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
895000,6321.3,1911.5,3920.4,489.4,224.8,64.1,7.2,25.5,128.0,Hawaii,56576,17108,35088,4380,2012,574,64,228,1146,1977
897000,6866.0,1937.7,4357.5,570.8,270.1,64.0,6.7,25.9,173.6,Hawaii,61588,17381,39087,5120,2423,574,60,232,1557,1978
915000,6957.8,1807.4,4435.0,715.4,289.7,65.7,7.2,32.3,184.5,Hawaii,63664,16538,40580,6546,2651,601,66,296,1688,1979
964680,7182.8,1847.5,4723.2,612.1,299.5,65.8,8.7,34.7,190.2,Hawaii,69291,17822,45564,5905,2889,635,84,335,1835,1980
979000,6295.8,1708.5,4157.2,430.1,247.6,59.7,4.8,34.7,148.4,Hawaii,61636,16726,40699,4211,2424,584,47,340,1453,1981
994000,6328.6,1657.6,4250.3,420.6,255.7,61.3,3.1,34.4,156.9,Hawaii,62906,16477,42248,4181,2542,609,31,342,1560,1982
1023000,5557.5,1332.9,3804.5,420.0,252.1,87.1,5.6,29.4,130.0,Hawaii,56853,13636,38920,4297,2579,891,57,301,1330,1983
1039000,5252.5,1213.6,3689.0,349.9,231.9,82.5,3.3,30.2,115.9,Hawaii,54573,12609,38329,3635,2409,857,34,314,1204,1984
1054000,4981.1,1154.1,3544.3,282.7,219.4,86.5,4.1,29.4,99.4,Hawaii,52501,12164,37357,2980,2313,912,43,310,1048,1985
1062000,5426.2,1338.8,3759.1,328.2,245.2,103.1,4.8,31.0,106.3,Hawaii,57626,14218,39922,3486,2604,1095,51,329,1129,1986
1083000,5554.7,1155.6,4033.1,366.0,263.3,124.2,4.8,36.3,98.0,Hawaii,60157,12515,43678,3964,2851,1345,52,393,1061,1987
1093000,5731.9,1255.8,4112.2,364.0,257.1,136.5,4.0,32.5,84.1,Hawaii,62650,13726,44946,3978,2810,1492,44,355,919,1988
1112000,6000.3,1343.4,4260.3,396.6,270.1,137.6,4.8,44.6,83.2,Hawaii,66723,14939,47374,4410,3004,1530,53,496,925,1989
1108229,5825.8,1228.2,4217.1,380.5,280.9,153.0,4.0,32.5,91.4,Hawaii,64563,13611,46735,4217,3113,1696,44,360,1013,1990
1135000,5728.6,1234.4,4158.1,336.0,241.8,117.9,4.0,33.0,86.9,Hawaii,65020,14011,47195,3814,2744,1338,45,375,986,1991
1160000,5853.5,1121.2,4357.2,375.1,258.4,117.7,3.6,37.9,99.2,Hawaii,67901,13006,50544,4351,2998,1365,42,440,1151,1992
1172000,6015.8,1135.7,4429.4,450.8,261.2,120.1,3.8,33.6,103.6,Hawaii,70505,13310,51912,5283,3061,1408,45,394,1214,1993
1179000,6418.3,1189.9,4687.0,541.4,262.2,123.9,4.2,30.4,103.6,Hawaii,75672,14029,55260,6383,3091,1461,50,359,1221,1994
1187000,6902.9,1165.3,5046.9,690.7,295.6,131.8,4.7,28.3,130.8,Hawaii,81938,13832,59907,8199,3509,1564,56,336,1553,1995
1184000,6304.0,1079.5,4620.0,604.5,280.6,114.0,3.4,27.5,135.6,Hawaii,74639,12781,54701,7157,3322,1350,40,326,1606,1996
1187000,5745.0,1073.4,4126.7,544.9,277.9,124.5,4.0,31.3,118.2,Hawaii,68193,12741,48984,6468,3299,1478,47,371,1403,1997
1193000,5086.1,936.2,3681.0,468.9,246.9,112.7,2.0,29.5,102.7,Hawaii,60677,11169,43914,5594,2946,1345,24,352,1225,1998
1185497,4600.5,794.7,3412.7,393.1,234.9,113.3,3.7,29.9,88.1,Hawaii,54539,9421,40458,4660,2785,1343,44,354,1044,1999
1211537,4955.1,880.3,3570.2,504.6,243.8,119.7,2.9,28.6,92.7,Hawaii,60033,10665,43254,6114,2954,1450,35,346,1123,2000
1227024,5120.5,909.7,3661.3,549.5,254.0,125.0,2.6,33.3,93.1,Hawaii,62830,11162,44925,6743,3117,1534,32,409,1142,2001
1240663,5801.4,1025.4,3977.2,798.8,262.9,133.5,1.9,30.0,97.5,Hawaii,71976,12722,49344,9910,3262,1656,24,372,1210,2002
1248755,5274.6,913.6,3588.1,772.8,272.3,147.6,1.8,29.4,93.5,Hawaii,65867,11409,44807,9651,3400,1843,22,367,1168,2003
1262124,4795.5,857.8,3254.7,683.0,254.6,150.8,2.6,26.4,74.8,Hawaii,60525,10827,41078,8620,3213,1903,33,333,944,2004
1273278,4800.0,769.0,3313.0,717.0,256.0,148.0,1.9,26.9,78.6,Hawaii,61115,9792,42188,9135,3253,1885,24,343,1001,2005
1285498,4219.9,678.6,2939.3,602.0,280.7,162.6,1.6,27.5,89.0,Hawaii,54247,8724,37784,7739,3608,2090,21,353,1144,2006
1283388,4119.3,708.2,2921.5,489.6,276.1,157.5,1.9,29.4,87.4,Hawaii,52866,9089,37494,6283,3544,2021,24,377,1122,2007
1288198,3566.5,730.0,2439.4,397.1,272.5,158.1,2.0,28.2,84.2,Hawaii,45944,9404,31424,5116,3510,2036,26,363,1085,2008
1295178,3668.7,713.7,2580.0,375.0,274.1,163.1,1.8,29.7,79.5,Hawaii,47516,9244,33415,4857,3550,2112,23,385,1030,2009
1363359,3349.6,638.6,2323.7,387.3,264.3,156.7,1.8,27.7,78.1,Hawaii,45667,8706,31681,5280,3603,2136,25,377,1065,2010
1378129,3183.6,592.5,2266.8,324.3,251.4,152.2,1.5,25.6,72.1,Hawaii,43874,8165,31240,4469,3465,2098,20,353,994,2011
1392313,3075.2,573.1,2243.2,258.9,239.2,141.9,2.1,20.5,74.7,Hawaii,42817,7979,31233,3605,3330,1976,29,285,1040,2012
667191,1732.8,301.4,1331.4,100.0,38.2,14.8,2.4,7.2,13.8,Idaho,11561,2011,8883,667,255,99,16,48,92,1960
684000,1829.8,322.1,1394.7,113.0,32.5,14.6,2.0,6.4,9.4,Idaho,12516,2203,9540,773,222,100,14,44,64,1961
698000,1895.0,352.1,1423.9,118.9,33.5,17.9,3.0,3.6,9.0,Idaho,13227,2458,9939,830,234,125,21,25,63,1962
713000,1829.5,337.3,1394.0,98.2,50.8,30.6,2.5,5.5,12.2,Idaho,13044,2405,9939,700,362,218,18,39,87,1963
692000,1872.1,330.2,1445.1,96.8,77.6,57.4,4.0,5.9,10.3,Idaho,12955,2285,10000,670,537,397,28,41,71,1964
692000,1911.3,358.8,1450.1,102.3,71.2,53.6,2.0,5.5,10.1,Idaho,13226,2483,10035,708,493,371,14,38,70,1965
694000,1945.0,389.9,1451.9,103.2,66.4,46.1,3.0,9.5,7.8,Idaho,13498,2706,10076,716,461,320,21,66,54,1966
699000,1837.3,405.9,1318.6,112.9,68.4,44.5,4.3,8.7,10.9,Idaho,12843,2837,9217,789,478,311,30,61,76,1967
705000,2047.9,470.6,1459.1,118.2,73.5,51.1,2.3,8.4,11.8,Idaho,14438,3318,10287,833,518,360,16,59,83,1968
718000,2616.0,590.0,1894.6,131.5,112.3,83.6,1.9,10.0,16.7,Idaho,18783,4236,13603,944,806,600,14,72,120,1969
713008,3031.5,673.6,2213.7,144.2,123.3,85.8,4.6,12.3,20.5,Idaho,21615,4803,15784,1028,879,612,33,88,146,1970
732000,3382.2,741.8,2473.9,166.5,125.3,89.2,3.3,10.5,22.3,Idaho,24758,5430,18109,1219,917,653,24,77,163,1971
756000,3276.9,754.6,2338.4,183.9,143.5,103.4,3.8,15.6,20.6,Idaho,24773,5705,17678,1390,1085,782,29,118,156,1972
770000,3293.6,848.8,2237.8,207.0,164.2,120.5,2.6,14.2,26.9,Idaho,25361,6536,17231,1594,1264,928,20,109,207,1973
799000,3899.2,1001.8,2683.5,214.0,183.4,123.8,5.6,16.0,37.9,Idaho,31155,8004,21441,1710,1465,989,45,128,303,1974
820000,3937.4,1063.0,2651.3,223.0,203.7,140.4,5.2,16.1,42.0,Idaho,32287,8717,21741,1829,1670,1151,43,132,344,1975
831000,4043.8,1036.7,2776.9,230.2,226.7,162.8,5.3,18.7,40.0,Idaho,33604,8615,23076,1913,1884,1353,44,155,332,1976
857000,3888.0,1050.8,2599.6,237.6,236.9,172.5,5.5,19.4,39.6,Idaho,33320,9005,22279,2036,2030,1478,47,166,339,1977
878000,3778.4,1038.4,2496.2,243.7,236.4,171.9,5.4,19.2,40.0,Idaho,33174,9117,21917,2140,2076,1509,47,169,351,1978
905000,3952.0,1075.0,2605.2,271.8,288.7,219.4,5.4,20.6,43.3,Idaho,35766,9729,23577,2460,2613,1986,49,186,392,1979
943629,4468.8,1238.9,2993.0,236.9,313.4,241.1,3.1,22.4,46.8,Idaho,42169,11691,28243,2235,2957,2275,29,211,442,1980
959000,4247.4,1173.6,2859.5,214.3,283.3,220.4,4.5,20.6,37.7,Idaho,40733,11255,27423,2055,2717,2114,43,198,362,1981
965000,3824.0,1031.9,2617.2,174.9,259.2,209.8,2.5,16.6,30.3,Idaho,36902,9958,25256,1688,2501,2025,24,160,292,1982
989000,3627.1,930.8,2525.7,170.6,238.7,189.6,3.5,18.3,27.3,Idaho,35872,9206,24979,1687,2361,1875,35,181,270,1983
1001000,3436.4,874.2,2411.4,150.7,235.3,188.8,3.4,18.7,24.4,Idaho,34398,8751,24138,1509,2355,1890,34,187,244,1984
1005000,3673.2,887.3,2604.0,182.0,234.8,186.8,2.2,19.1,26.8,Idaho,36916,8917,26170,1829,2360,1877,22,192,269,1985
1003000,3984.4,1003.5,2799.7,181.3,222.5,178.0,3.2,20.0,21.3,Idaho,39964,10065,28081,1818,2232,1785,32,201,214,1986
998000,3942.1,976.8,2797.9,167.4,214.2,169.3,3.1,17.5,24.2,Idaho,39342,9748,27923,1671,2138,1690,31,175,242,1987
999000,3738.2,870.0,2692.0,176.3,234.7,193.0,3.6,17.9,20.2,Idaho,37345,8691,26893,1761,2345,1928,36,179,202,1988
1014000,3676.3,872.1,2645.5,158.8,254.6,213.8,2.6,23.3,15.0,Idaho,37278,8843,26825,1610,2582,2168,26,236,152,1989
1006749,3781.4,813.2,2802.7,165.5,275.7,230.7,2.7,27.3,15.0,Idaho,38069,8187,28216,1666,2776,2323,27,275,151,1990
1039000,3905.5,826.0,2901.2,178.3,290.3,238.9,1.8,28.9,20.7,Idaho,40578,8582,30143,1853,3016,2482,19,300,215,1991
1067000,3714.7,743.6,2813.8,157.4,281.4,224.7,3.5,31.8,21.5,Idaho,39636,7934,30023,1679,3003,2398,37,339,229,1992
1099000,3563.3,668.8,2711.1,183.4,281.8,226.7,2.9,35.3,16.9,Idaho,39161,7350,29795,2016,3097,2491,32,388,186,1993
1133000,3791.2,719.1,2877.1,195.1,285.8,235.9,3.5,27.9,18.4,Idaho,42954,8147,32597,2210,3238,2673,40,316,209,1994
1163000,4079.4,779.8,3057.6,242.0,322.0,265.5,4.1,28.4,24.0,Idaho,47444,9069,35560,2815,3745,3088,48,330,279,1995
1189000,3745.3,709.1,2848.8,187.5,267.2,217.0,3.6,26.3,20.3,Idaho,44532,8431,33872,2229,3177,2580,43,313,241,1996
1210000,3668.4,758.3,2709.4,200.7,256.8,205.0,3.2,28.9,19.6,Idaho,44388,9175,32784,2429,3107,2481,39,350,237,1997
1229000,3432.5,693.1,2553.7,185.7,282.2,226.4,2.9,31.4,21.5,Idaho,42185,8518,31385,2282,3468,2782,36,386,264,1998
1251700,2905.1,610.4,2143.0,151.6,244.9,191.8,2.0,33.3,17.8,Idaho,36363,7641,26824,1898,3066,2401,25,417,223,1999
1293953,2933.7,566.5,2206.0,161.2,252.5,204.3,1.2,29.7,17.2,Idaho,37961,7330,28545,2086,3267,2644,16,384,223,2000
1320585,2891.2,568.5,2141.9,180.9,243.1,190.1,2.3,32.2,18.6,Idaho,38181,7507,28285,2389,3211,2511,30,425,245,2001
1343124,2913.2,554.0,2163.6,195.6,254.6,197.0,2.7,37.0,17.9,Idaho,39128,7441,29060,2627,3419,2646,36,497,240,2002
1367034,2929.1,573.3,2162.3,193.6,245.9,187.0,1.9,39.1,17.9,Idaho,40042,7837,29559,2646,3362,2556,26,535,245,2003
1395140,2781.0,549.8,2034.8,196.3,247.4,185.4,2.2,42.6,17.3,Idaho,38799,7671,28389,2739,3452,2586,31,594,241,2004
1429367,2697.0,564.3,1931.0,202.0,257.0,195.3,2.4,40.4,18.6,Idaho,38556,8066,27606,2884,3670,2792,35,577,266,2005
1466465,2395.9,514.5,1715.3,166.1,250.0,185.9,2.4,41.7,20.0,Idaho,35135,7545,25154,2436,3666,2726,35,611,294,2006
1499402,2275.8,475.6,1649.1,151.1,256.2,196.2,3.3,40.5,16.2,Idaho,34124,7131,24727,2266,3841,2942,49,607,243,2007
1523816,2096.1,442.8,1544.3,108.9,241.5,186.3,1.5,38.0,15.7,Idaho,31940,6748,23532,1660,3680,2839,23,579,239,2008
1545801,2019.7,432.3,1492.2,95.2,246.2,191.0,1.6,37.2,16.4,Idaho,31220,6682,23066,1472,3805,2952,24,575,254,2009
1571102,2000.9,414.5,1501.7,84.6,220.5,171.6,1.4,33.9,13.6,Idaho,31436,6513,23594,1329,3464,2696,22,533,213,2010
1583744,2075.8,436.6,1555.1,84.0,202.2,160.1,2.2,28.0,11.9,Idaho,32875,6915,24629,1331,3202,2535,35,444,188,2011
1595728,1983.5,450.3,1447.7,85.5,207.9,160.9,1.8,30.0,15.2,Idaho,31651,7186,23101,1364,3318,2567,29,479,243,2012
10081158,1976.8,577.7,1045.7,353.3,365.1,133.8,4.9,17.6,208.8,Illinois,199283,58241,105423,35619,36802,13492,489,1773,21048,1960
10258000,2082.3,586.9,1140.6,354.8,362.2,135.7,4.8,17.2,204.5,Illinois,213602,60204,117006,36392,37156,13920,492,1767,20977,1961
10146000,2162.4,555.7,1235.0,371.7,383.7,158.3,5.3,18.6,201.5,Illinois,219393,56377,125306,37710,38926,16063,537,1884,20442,1962
10182000,2255.0,541.3,1332.1,381.6,330.3,122.7,5.1,13.9,188.5,Illinois,229605,55117,135634,38854,33627,12495,523,1416,19193,1963
10489000,2333.4,547.4,1380.3,405.7,351.9,149.2,5.5,15.0,182.3,Illinois,244754,57416,144783,42555,36916,15652,572,1569,19123,1964
10644000,2223.2,550.2,1293.1,379.9,322.7,136.7,5.2,16.0,164.7,Illinois,236638,58566,137634,40438,34345,14553,551,1706,17535,1965
10722000,2394.4,560.5,1418.6,415.3,364.8,156.4,6.9,16.6,184.9,Illinois,256731,60099,152102,44530,39116,16770,745,1777,19824,1966
10893000,2516.2,608.5,1486.1,421.7,394.3,168.3,7.3,17.9,200.9,Illinois,274089,66282,161876,45931,42956,18331,793,1953,21879,1967
10974000,2829.8,683.6,1705.2,441.0,408.0,172.0,8.1,16.4,211.5,Illinois,310546,75013,187133,48400,44776,18876,893,1798,23209,1968
11047000,3020.0,738.7,1806.8,474.5,448.5,184.0,8.6,19.1,236.7,Illinois,333618,81602,199600,52416,49543,20327,950,2113,26153,1969
11113976,3311.6,765.4,2028.4,517.8,467.9,186.8,9.6,20.4,251.1,Illinois,368055,85067,225437,57551,52006,20762,1066,2270,27908,1970
11196000,3408.1,836.7,2095.6,475.8,477.3,187.9,9.6,21.6,258.1,Illinois,381567,93682,234618,53267,53436,21039,1079,2418,28900,1971
11251000,3283.1,846.1,1994.0,443.0,508.1,215.9,8.8,23.3,260.1,Illinois,369377,95190,224344,49843,57162,24287,985,2623,29267,1972
11236000,3769.1,1025.1,2236.2,507.7,555.9,248.7,10.4,24.0,272.8,Illinois,423492,115183,251263,57046,62457,27949,1163,2694,30651,1973
11131000,4557.1,1264.2,2761.5,531.4,627.1,274.2,11.8,27.7,313.4,Illinois,507254,140717,307382,59155,69806,30523,1319,3082,34882,1974
11145000,5033.2,1409.7,3030.0,593.5,670.2,308.1,10.6,25.7,325.8,Illinois,560955,157110,337698,66147,74699,34343,1179,2869,36308,1975
11229000,4829.5,1258.4,2991.8,579.3,625.8,303.7,10.3,24.6,287.1,Illinois,542301,141305,335946,65050,70266,34099,1161,2763,32243,1976
11245000,4697.1,1257.0,2828.5,611.7,630.6,314.3,9.9,26.1,280.3,Illinois,528191,141346,318062,68783,70910,35345,1109,2932,31524,1977
11243000,4943.1,1350.7,2969.9,622.5,676.7,345.9,9.9,28.0,292.9,Illinois,555753,151854,333910,69989,76084,38893,1108,3151,32932,1978
11230000,5287.2,1440.6,3170.6,676.0,743.9,379.2,10.7,33.0,321.1,Illinois,593750,161776,356062,75912,83540,42579,1203,3702,36056,1979
11355062,5461.1,1559.6,3252.5,649.0,808.0,395.6,10.6,34.8,367.0,Illinois,620107,177099,369319,73689,91753,44923,1205,3950,41675,1980
11455000,5323.2,1511.5,3201.2,610.5,792.5,376.3,10.5,32.4,373.2,Illinois,609767,173142,366696,69929,90781,43108,1205,3716,42752,1981
11448000,5066.0,1373.8,3093.2,599.0,774.3,388.8,8.8,29.9,346.8,Illinois,579954,157273,354106,68575,88644,44515,1005,3424,39700,1982
11486000,4813.3,1292.4,2952.0,569.0,728.1,368.0,9.7,31.5,318.9,Illinois,552857,148445,339061,65351,83629,42273,1112,3619,36625,1983
11511000,4579.3,1173.4,2820.3,585.6,724.9,380.9,9.0,31.2,303.8,Illinois,527124,135068,324649,67407,83441,43849,1033,3594,34965,1984
11535000,4596.5,1135.8,2869.8,590.9,714.8,380.3,8.0,39.3,287.1,Illinois,530205,131015,331030,68160,82448,43872,927,4529,33120,1985
11533000,4746.0,1179.8,2937.9,628.3,808.9,433.5,8.9,41.2,325.3,Illinois,548311,136306,339418,72587,93454,50083,1023,4765,37583,1986
11582000,4620.3,1123.7,2957.1,539.5,796.2,435.2,8.3,38.4,314.3,Illinois,535126,130147,342492,62487,92216,50400,967,4443,36406,1987
11544000,4810.4,1128.7,3076.5,605.3,810.4,450.6,8.6,38.5,312.7,Illinois,555316,130292,355148,69876,93557,52020,991,4449,36097,1988
11658000,4793.3,1076.0,3109.9,607.4,845.9,465.4,9.0,35.7,335.7,Illinois,558803,125441,362556,70806,98611,54261,1051,4161,39138,1989
11430602,4967.7,1063.0,3262.0,642.8,967.4,523.6,10.3,39.4,394.0,Illinois,567841,121506,372862,73473,110575,59850,1182,4505,45038,1990
11543000,5092.9,1120.0,3317.5,655.3,1039.2,531.8,11.3,40.0,456.1,Illinois,587868,129284,382942,75642,119955,61387,1300,4615,52653,1991
11631000,4788.1,1077.3,3091.9,618.8,977.3,516.4,11.4,37.1,412.5,Illinois,556900,125306,359618,71976,113664,60057,1322,4312,47973,1992
11697000,4658.2,1015.5,3084.0,558.7,959.7,532.6,11.4,34.6,381.2,Illinois,544869,118788,360730,65351,112260,62298,1332,4046,44584,1993
11752000,4664.9,1005.1,3096.4,563.5,960.9,543.3,11.7,33.3,372.6,Illinois,548222,118116,363888,66218,112928,63849,1378,3913,43788,1994
11830000,4459.6,917.6,3019.0,523.0,996.1,618.5,10.3,36.5,330.8,Illinois,527572,108555,357143,61874,117836,73163,1221,4313,39139,1995
11847000,4429.6,913.2,3026.2,490.2,890.4,562.6,10.0,38.4,279.4,Illinois,524777,108185,358515,58077,105482,66649,1179,4548,33106,1996
11896000,4279.7,870.5,2943.3,465.9,861.4,536.7,9.2,37.1,278.4,Illinois,509113,103550,350140,55423,102476,63842,1096,4415,33123,1997
12045000,4050.8,811.9,2799.4,439.5,807.7,516.9,8.4,34.0,248.5,Illinois,487915,97792,337191,52932,97291,62261,1008,4095,29927,1998
12128370,3825.2,711.7,2646.3,467.2,689.5,428.9,7.7,35.4,217.4,Illinois,463939,86317,320954,56668,83621,52020,939,4297,26365,1999
12419293,3585.4,659.1,2521.6,404.7,653.8,408.5,7.2,31.6,206.5,Illinois,445278,81850,313161,50267,81196,50731,898,3926,25641,2000
12520227,3471.6,632.2,2450.1,389.2,633.1,394.1,7.8,32.0,199.1,Illinois,434648,79158,306757,48733,79270,49347,982,4010,24931,2001
12586447,3420.2,647.0,2417.1,356.0,601.9,358.4,7.6,34.7,201.1,Illinois,430479,81440,304227,44812,75759,45114,961,4370,25314,2002
12649087,3287.9,619.4,2339.4,329.1,556.4,328.1,7.1,33.1,188.0,Illinois,415885,78345,295907,41633,70376,41506,895,4189,23786,2003
12712016,3174.1,598.6,2257.9,317.6,545.7,328.7,6.1,33.2,177.6,Illinois,403486,76088,287025,40373,69365,41783,780,4220,22582,2004
12765427,3092.0,608.2,2175.0,308.0,552.0,330.3,6.0,33.8,182.2,Illinois,394670,77635,277662,39373,70496,42158,770,4313,23255,2005
12831970,3019.6,602.1,2124.2,293.3,541.6,318.4,6.1,31.8,185.3,Illinois,387478,77259,272578,37641,69498,40858,780,4078,23782,2006
12852548,2935.8,587.6,2084.5,263.7,533.2,315.7,5.9,31.9,179.7,Illinois,377322,75524,267911,33887,68528,40573,752,4103,23100,2007
12901563,2932.6,612.1,2068.1,252.5,525.4,300.9,6.1,31.9,186.4,Illinois,378355,78968,266815,32572,67780,38818,790,4118,24054,2008
12910409,2736.9,603.0,1927.3,206.6,497.2,283.4,6.0,30.2,177.6,Illinois,353347,77850,248821,26676,64185,36588,773,3901,22923,2009
12841980,2718.1,603.3,1889.7,225.1,444.9,256.8,5.5,23.9,158.7,Illinois,349064,77472,242681,28911,57132,32976,704,3066,20386,2010
12859752,2678.7,604.4,1845.8,228.5,424.0,237.1,6.1,23.6,157.2,Illinois,344468,77719,237362,29387,54523,30495,781,3030,20217,2011
12875255,2578.7,552.2,1826.9,199.5,414.8,230.0,5.8,27.7,151.2,Illinois,332013,71101,235222,25690,53403,29618,744,3570,19471,2012
4662498,1469.1,460.8,840.7,167.6,84.6,40.6,4.4,5.1,34.5,Indiana,68496,21486,39196,7814,3945,1892,204,240,1609,1960
4711000,1546.8,470.4,899.6,176.8,85.8,37.6,4.1,5.3,38.8,Indiana,72871,22162,42379,8330,4044,1773,192,250,1829,1961
4715000,1713.9,470.5,1049.3,194.1,88.9,40.7,3.5,6.1,38.5,Indiana,80810,22183,49473,9154,4191,1921,167,289,1814,1962
4694000,1947.5,538.9,1195.7,213.0,102.7,44.5,2.8,8.1,47.3,Indiana,91417,25294,56127,9996,4819,2090,130,380,2219,1963
4825000,2047.2,534.7,1287.0,225.6,136.0,64.5,3.0,10.5,58.1,Indiana,98778,25797,62098,10883,6564,3110,147,505,2802,1964
4885000,2033.4,556.4,1230.6,246.5,137.1,65.6,3.5,10.6,57.4,Indiana,99334,27178,60113,12043,6695,3204,173,516,2802,1965
4918000,2189.8,627.5,1286.7,275.5,146.3,68.9,4.0,10.6,62.8,Indiana,107692,30859,63282,13551,7196,3390,197,520,3089,1966
5000000,2429.6,701.5,1389.3,338.9,162.9,67.8,3.8,12.7,78.7,Indiana,121481,35074,69464,16943,8143,3389,188,633,3933,1967
5067000,2718.4,743.9,1562.5,411.9,201.9,81.4,4.8,14.6,101.0,Indiana,137739,37693,79174,20872,10229,4126,243,741,5119,1968
5118000,2891.2,819.0,1677.8,394.5,198.1,82.7,5.0,16.9,93.6,Indiana,147973,41916,85869,20188,10141,4234,255,864,4788,1969
5193669,3250.3,925.8,1874.2,450.3,234.6,99.6,4.9,19.9,110.3,Indiana,168811,48084,97338,23389,12184,5171,253,1031,5729,1970
5274000,3275.7,969.0,1903.9,402.7,247.1,96.3,5.3,19.4,126.0,Indiana,172758,51104,100414,21240,13031,5078,282,1025,6646,1971
5291000,3164.6,948.4,1850.7,365.5,245.1,105.4,6.1,22.5,111.1,Indiana,167440,50180,97921,19339,12968,5577,321,1192,5878,1972
5316000,3469.1,1035.8,2043.3,389.9,257.6,118.2,7.3,23.3,108.8,Indiana,184415,55064,108623,20728,13696,6284,388,1239,5785,1973
5330000,4043.6,1254.6,2396.0,393.0,293.3,127.3,8.0,23.5,134.4,Indiana,215524,66870,127706,20948,15631,6783,427,1255,7166,1974
5311000,4578.6,1376.4,2813.9,388.3,332.8,143.3,8.5,24.3,156.8,Indiana,243170,73103,149447,20620,17677,7609,449,1291,8328,1975
5302000,4357.9,1215.6,2769.9,372.4,315.4,156.3,7.1,23.2,128.8,Indiana,231055,64450,146859,19746,16721,8286,377,1228,6830,1976
5330000,3962.3,1086.2,2498.7,377.4,310.6,153.5,7.4,26.5,123.2,Indiana,211190,57894,133179,20117,16553,8181,395,1412,6565,1977
5374000,4015.1,1108.3,2495.7,411.1,323.5,168.8,6.2,27.0,121.4,Indiana,215770,59561,134119,22090,17383,9072,334,1451,6526,1978
5400000,4263.4,1169.9,2660.5,433.0,338.0,165.9,8.3,31.1,132.7,Indiana,230223,63176,143666,23381,18254,8958,448,1681,7167,1979
5461103,4552.5,1313.3,2807.1,432.2,377.8,194.5,8.9,33.1,141.4,Indiana,248619,71720,153297,23602,20633,10620,485,1808,7720,1980
5466000,4198.2,1168.8,2690.0,339.3,341.6,176.0,7.1,29.6,129.0,Indiana,229472,63887,147038,18547,18672,9618,388,1616,7050,1981
5471000,4128.9,1088.8,2713.5,326.6,300.6,157.2,6.5,27.8,109.0,Indiana,225894,59569,148454,17871,16444,8602,355,1521,5966,1982
5479000,3846.0,988.3,2535.7,322.1,283.8,151.1,5.2,27.5,99.9,Indiana,210725,54147,138929,17649,15547,8278,286,1509,5474,1983
5498000,3624.2,928.0,2345.2,351.0,305.2,175.9,5.5,25.0,98.9,Indiana,199258,51019,128941,19298,16781,9671,303,1372,5435,1984
5499000,3604.7,914.6,2361.5,328.5,309.4,187.5,5.8,24.0,92.1,Indiana,198220,50295,129861,18064,17014,10312,319,1318,5065,1985
5504000,3547.1,886.7,2332.9,327.5,307.7,185.9,6.0,25.9,90.0,Indiana,195233,48802,128404,18027,16937,10230,329,1424,4954,1986
5531000,3791.3,946.7,2490.0,354.5,328.5,205.2,5.6,29.1,88.6,Indiana,209695,52363,137722,19610,18169,11352,307,1609,4901,1987
5575000,3770.0,935.2,2481.3,353.5,380.0,253.5,6.4,31.0,89.0,Indiana,210177,52137,138335,19705,21187,14135,358,1731,4963,1988
5593000,4033.5,969.1,2673.2,391.1,406.5,266.5,6.3,32.3,101.4,Indiana,225592,54201,149514,21877,22735,14907,353,1804,5671,1989
5544159,4209.4,943.3,2827.1,439.0,473.9,328.4,6.2,37.9,101.3,Indiana,233376,52297,156741,24338,26275,18209,344,2103,5619,1990
5610000,4312.5,977.1,2870.6,464.8,505.3,340.5,7.5,41.3,116.0,Indiana,241930,54814,161039,26077,28349,19102,423,2318,6506,1991
5662000,4178.5,952.1,2776.1,450.3,508.5,335.7,8.2,42.4,122.2,Indiana,236584,53907,157181,25496,28791,19008,464,2398,6921,1992
5713000,3976.0,852.0,2695.9,428.1,489.1,322.6,7.5,39.1,119.8,Indiana,227149,48677,154016,24456,27941,18432,430,2234,6845,1993
5752000,4067.7,850.5,2782.4,434.8,525.1,351.5,7.9,35.6,130.2,Indiana,233975,48921,160043,25011,30205,20216,453,2046,7490,1994
5803000,4106.8,821.6,2819.5,465.7,524.7,348.3,8.0,33.3,135.2,Indiana,238317,47676,163618,27023,30451,20211,466,1930,7844,1995
5841000,3961.2,783.8,2752.6,424.9,537.0,371.6,7.2,34.1,124.1,Indiana,231376,45782,160777,24817,31366,21705,420,1992,7249,1996
5864000,3951.6,821.7,2701.9,428.0,514.6,342.1,7.3,32.9,132.4,Indiana,231723,48182,158442,25099,30179,20058,430,1928,7763,1997
5899000,3738.4,789.2,2590.1,359.2,431.0,279.0,7.7,33.1,111.2,Indiana,220529,46552,152790,21187,25423,16456,454,1952,6561,1998
